Nr similar docs,Nr server docs,Similar voc size,Server voc size,Nr queries,Nr queries known,Nr new known queries,Combined known queries acc,Refined Score attack Acc,Vol Score Acc,Ref Vol Score Acc,Cluster Vol Score Acc
12000,18000,1200,1000,150,2,1,1.0,0.060810810810810814,0.02702702702702703,0.10135135135135136,0.02702702702702703
12000,18000,1200,1000,150,2,3,0.4,0.02702702702702703,0.013513513513513514,0.013513513513513514,0.02702702702702703
12000,18000,1200,1000,150,2,2,0.75,0.06756756756756757,0.006756756756756757,0.36486486486486486,0.5472972972972973
12000,18000,1200,1000,150,2,3,0.6,0.05405405405405406,0.02702702702702703,0.19594594594594594,0.43243243243243246
12000,18000,1200,1000,150,2,0,1.0,0.02702702702702703,0.0,0.02702702702702703,0.11486486486486487
12000,18000,1200,1000,150,2,2,0.5,0.0472972972972973,0.006756756756756757,0.0,0.006756756756756757
12000,18000,1200,1000,150,2,4,0.6666666666666666,0.04054054054054054,0.02702702702702703,0.5945945945945946,0.668918918918919
12000,18000,1200,1000,150,2,1,0.6666666666666666,0.006756756756756757,0.006756756756756757,0.02702702702702703,0.0945945945945946
12000,18000,1200,1000,150,2,4,0.5,0.08108108108108109,0.02027027027027027,0.2635135135135135,0.47297297297297297
12000,18000,1200,1000,150,2,2,0.5,0.02702702702702703,0.013513513513513514,0.033783783783783786,0.02702702702702703
12000,18000,1200,1000,150,2,4,1.0,0.23648648648648649,0.08108108108108109,0.722972972972973,0.7297297297297297
12000,18000,1200,1000,150,2,0,1.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.0
12000,18000,1200,1000,150,2,3,0.6,0.05405405405405406,0.02027027027027027,0.05405405405405406,0.05405405405405406
12000,18000,1200,1000,150,2,3,0.6,0.04054054054054054,0.02027027027027027,0.1891891891891892,0.05405405405405406
12000,18000,1200,1000,150,2,0,1.0,0.013513513513513514,0.0,0.013513513513513514,0.006756756756756757
12000,18000,1200,1000,150,2,5,0.8571428571428571,0.2905405405405405,0.02702702702702703,0.668918918918919,0.6891891891891891
12000,18000,1200,1000,150,2,2,0.75,0.25675675675675674,0.006756756756756757,0.3310810810810811,0.5067567567567568
12000,18000,1200,1000,150,2,1,0.6666666666666666,0.02027027027027027,0.02027027027027027,0.05405405405405406,0.23648648648648649
12000,18000,1200,1000,150,2,2,0.75,0.0472972972972973,0.006756756756756757,0.25,0.6216216216216216
12000,18000,1200,1000,150,2,1,1.0,0.08783783783783784,0.060810810810810814,0.05405405405405406,0.0945945945945946
12000,18000,1200,1000,150,3,2,0.8,0.14965986394557823,0.05442176870748299,0.5034013605442177,0.3469387755102041
12000,18000,1200,1000,150,3,2,0.8,0.25170068027210885,0.006802721088435374,0.20408163265306123,0.013605442176870748
12000,18000,1200,1000,150,3,0,1.0,0.061224489795918366,0.006802721088435374,0.061224489795918366,0.034013605442176874
12000,18000,1200,1000,150,3,1,0.75,0.16326530612244897,0.006802721088435374,0.17006802721088435,0.11564625850340136
12000,18000,1200,1000,150,3,2,0.6,0.07482993197278912,0.006802721088435374,0.047619047619047616,0.6326530612244898
12000,18000,1200,1000,150,3,1,0.75,0.06802721088435375,0.027210884353741496,0.08843537414965986,0.14965986394557823
12000,18000,1200,1000,150,3,5,0.875,0.673469387755102,0.034013605442176874,0.7074829931972789,0.7074829931972789
12000,18000,1200,1000,150,3,0,1.0,0.08843537414965986,0.0,0.08843537414965986,0.17006802721088435
12000,18000,1200,1000,150,3,7,0.8,0.5918367346938775,0.034013605442176874,0.7006802721088435,0.6938775510204082
12000,18000,1200,1000,150,3,4,0.8571428571428571,0.5782312925170068,0.027210884353741496,0.48299319727891155,0.5102040816326531
12000,18000,1200,1000,150,3,1,0.75,0.04081632653061224,0.006802721088435374,0.43537414965986393,0.2789115646258503
12000,18000,1200,1000,150,3,3,0.8333333333333334,0.38095238095238093,0.027210884353741496,0.06802721088435375,0.14285714285714285
12000,18000,1200,1000,150,3,5,0.75,0.41496598639455784,0.027210884353741496,0.4489795918367347,0.7006802721088435
12000,18000,1200,1000,150,3,5,0.75,0.48299319727891155,0.034013605442176874,0.6190476190476191,0.6666666666666666
12000,18000,1200,1000,150,3,1,0.75,0.20408163265306123,0.0,0.1836734693877551,0.2108843537414966
12000,18000,1200,1000,150,3,1,0.75,0.08163265306122448,0.0,0.25170068027210885,0.11564625850340136
12000,18000,1200,1000,150,3,5,1.0,0.673469387755102,0.047619047619047616,0.7074829931972789,0.7210884353741497
12000,18000,1200,1000,150,3,2,1.0,0.1836734693877551,0.027210884353741496,0.36054421768707484,0.48299319727891155
12000,18000,1200,1000,150,3,4,0.42857142857142855,0.06802721088435375,0.027210884353741496,0.1360544217687075,0.11564625850340136
12000,18000,1200,1000,150,3,4,0.8571428571428571,0.5306122448979592,0.027210884353741496,0.5306122448979592,0.6122448979591837
12000,18000,1200,1000,150,4,5,1.0,0.589041095890411,0.03424657534246575,0.6232876712328768,0.6438356164383562
12000,18000,1200,1000,150,4,1,0.8,0.136986301369863,0.0136986301369863,0.3082191780821918,0.15753424657534246
12000,18000,1200,1000,150,4,4,0.875,0.547945205479452,0.02054794520547945,0.6917808219178082,0.726027397260274
12000,18000,1200,1000,150,4,3,0.8571428571428571,0.3904109589041096,0.02054794520547945,0.363013698630137,0.5958904109589042
12000,18000,1200,1000,150,4,4,0.875,0.2328767123287671,0.0410958904109589,0.6712328767123288,0.6575342465753424
12000,18000,1200,1000,150,4,13,0.8235294117647058,0.5547945205479452,0.0821917808219178,0.6438356164383562,0.6643835616438356
12000,18000,1200,1000,150,4,6,0.9,0.6027397260273972,0.0410958904109589,0.6506849315068494,0.7054794520547946
12000,18000,1200,1000,150,4,7,0.9090909090909091,0.541095890410959,0.04794520547945205,0.7534246575342466,0.773972602739726
12000,18000,1200,1000,150,4,3,0.8571428571428571,0.2328767123287671,0.07534246575342465,0.5753424657534246,0.6712328767123288
12000,18000,1200,1000,150,4,2,0.8333333333333334,0.23972602739726026,0.00684931506849315,0.0958904109589041,0.03424657534246575
12000,18000,1200,1000,150,4,4,0.75,0.4246575342465753,0.0273972602739726,0.6986301369863014,0.726027397260274
12000,18000,1200,1000,150,4,0,1.0,0.11643835616438356,0.0136986301369863,0.11643835616438356,0.07534246575342465
12000,18000,1200,1000,150,4,1,0.8,0.02054794520547945,0.00684931506849315,0.0547945205479452,0.0136986301369863
12000,18000,1200,1000,150,4,4,0.625,0.0547945205479452,0.0410958904109589,0.1643835616438356,0.4383561643835616
12000,18000,1200,1000,150,4,1,1.0,0.06164383561643835,0.0136986301369863,0.03424657534246575,0.5
12000,18000,1200,1000,150,4,4,0.875,0.0684931506849315,0.03424657534246575,0.4726027397260274,0.5821917808219178
12000,18000,1200,1000,150,4,0,1.0,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.5342465753424658
12000,18000,1200,1000,150,4,2,0.6666666666666666,0.273972602739726,0.0,0.5,0.363013698630137
12000,18000,1200,1000,150,4,0,1.0,0.03424657534246575,0.03424657534246575,0.03424657534246575,0.03424657534246575
12000,18000,1200,1000,150,4,4,0.625,0.1780821917808219,0.0136986301369863,0.5547945205479452,0.636986301369863
